1,0,L,3,3.5
1,0,R,2,4.8
2,0,L,1,20
2,0,F,3,3.5
3,0,F,2,4.8
3,0,R,1,20
0,1,L,2,2.2
0,1,F,4,10.35
2,1,L,4,10.35
2,1,R,0,17.7
4,1,R,2,2.2
4,1,F,0,17.7
0,2,L,3,2.2
0,2,R,1,2.2
0,2,F,4,5.5
1,2,L,0,4.26
1,2,R,4,5.5
1,2,F,3,2.2
3,2,L,4,5.5
3,2,R,0,4.26
3,2,F,1,2.2
4,2,L,1,2.2
4,2,R,3,2.2
4,2,F,0,4.26
0,3,R,2,2.2
0,3,F,4,9.23
2,3,R,4,9.23
2,3,L,0,5
4,3,L,2,2.2
4,3,F,0,5
1,4,L,2,5.5
1,4,F,3,9.7
2,4,L,3,9.7
2,4,R,1,9
3,4,R,2,5.5
3,4,F,1,9
